Measurement Title,Measurement Description,Measurement Type,Measurement Medium,Measurement Time,Measurement Value,Units,Units Abbreviation,Measurement Period Type,Data Stream ID,Resource ID,Measurement ID,Record ID,Latitude,Longitude,Location
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:58:16 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776253039999999,333032518776253039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:58:16 AM,454,millivolts,mV,Instantaneous,33305,65515,2518776253039999999,333052518776253039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:57:14 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776253659999999,333032518776253659999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:57:14 AM,426,millivolts,mV,Instantaneous,33305,65515,2518776253659999999,333052518776253659999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:56:11 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776254289999999,333032518776254289999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:56:11 AM,395,millivolts,mV,Instantaneous,33305,65515,2518776254289999999,333052518776254289999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:55:09 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776254909999999,333032518776254909999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:55:09 AM,405,millivolts,mV,Instantaneous,33305,65515,2518776254909999999,333052518776254909999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:54:07 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776255529999999,333032518776255529999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:54:07 AM,484,millivolts,mV,Instantaneous,33305,65515,2518776255529999999,333052518776255529999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:53:05 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776256149999999,333032518776256149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:53:05 AM,415,millivolts,mV,Instantaneous,33305,65515,2518776256149999999,333052518776256149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:52:03 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776256769999999,333032518776256769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:52:03 AM,540,millivolts,mV,Instantaneous,33305,65515,2518776256769999999,333052518776256769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:51:01 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776257389999999,333032518776257389999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:51:01 AM,547,millivolts,mV,Instantaneous,33305,65515,2518776257389999999,333052518776257389999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:49:59 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776258009999999,333032518776258009999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:49:59 AM,428,millivolts,mV,Instantaneous,33305,65515,2518776258009999999,333052518776258009999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:48:56 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776258639999999,333032518776258639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:48:56 AM,396,millivolts,mV,Instantaneous,33305,65515,2518776258639999999,333052518776258639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:47:53 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776259269999999,333032518776259269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:47:53 AM,435,millivolts,mV,Instantaneous,33305,65515,2518776259269999999,333052518776259269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:46:51 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776259889999999,333032518776259889999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:46:51 AM,406,millivolts,mV,Instantaneous,33305,65515,2518776259889999999,333052518776259889999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:45:48 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776260519999999,333032518776260519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:45:48 AM,487,millivolts,mV,Instantaneous,33305,65515,2518776260519999999,333052518776260519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:44:45 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776261149999999,333032518776261149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:44:45 AM,414,millivolts,mV,Instantaneous,33305,65515,2518776261149999999,333052518776261149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:43:43 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776261769999999,333032518776261769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:43:43 AM,541,millivolts,mV,Instantaneous,33305,65515,2518776261769999999,333052518776261769999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:42:40 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776262399999999,333032518776262399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:42:40 AM,455,millivolts,mV,Instantaneous,33305,65515,2518776262399999999,333052518776262399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:41:37 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776263029999999,333032518776263029999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:41:37 AM,543,millivolts,mV,Instantaneous,33305,65515,2518776263029999999,333052518776263029999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:40:35 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776263649999999,333032518776263649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:40:35 AM,426,millivolts,mV,Instantaneous,33305,65515,2518776263649999999,333052518776263649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:39:32 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776264279999999,333032518776264279999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:39:32 AM,548,millivolts,mV,Instantaneous,33305,65515,2518776264279999999,333052518776264279999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:38:30 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776264899999999,333032518776264899999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:38:30 AM,425,millivolts,mV,Instantaneous,33305,65515,2518776264899999999,333052518776264899999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:37:28 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776265519999999,333032518776265519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:37:28 AM,505,millivolts,mV,Instantaneous,33305,65515,2518776265519999999,333052518776265519999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:36:26 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776266139999999,333032518776266139999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:36:26 AM,504,millivolts,mV,Instantaneous,33305,65515,2518776266139999999,333052518776266139999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:35:24 AM,989,millivolts,mV,Instantaneous,33303,65513,2518776266759999999,333032518776266759999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:35:24 AM,502,millivolts,mV,Instantaneous,33305,65515,2518776266759999999,333052518776266759999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:34:22 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776267379999999,333032518776267379999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:34:22 AM,457,millivolts,mV,Instantaneous,33305,65515,2518776267379999999,333052518776267379999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:33:20 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776267999999999,333032518776267999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:33:20 AM,455,millivolts,mV,Instantaneous,33305,65515,2518776267999999999,333052518776267999999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:32:16 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776268639999999,333032518776268639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:32:16 AM,494,millivolts,mV,Instantaneous,33305,65515,2518776268639999999,333052518776268639999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:31:13 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776269269999999,333032518776269269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:31:13 AM,544,millivolts,mV,Instantaneous,33305,65515,2518776269269999999,333052518776269269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:30:10 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776269899999999,333032518776269899999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:30:10 AM,419,millivolts,mV,Instantaneous,33305,65515,2518776269899999999,333052518776269899999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:29:07 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776270529999999,333032518776270529999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:29:07 AM,499,millivolts,mV,Instantaneous,33305,65515,2518776270529999999,333052518776270529999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:28:05 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776271149999999,333032518776271149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:28:05 AM,548,millivolts,mV,Instantaneous,33305,65515,2518776271149999999,333052518776271149999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:27:02 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776271779999999,333032518776271779999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:27:02 AM,458,millivolts,mV,Instantaneous,33305,65515,2518776271779999999,333052518776271779999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:26:00 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776272399999999,333032518776272399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:26:00 AM,544,millivolts,mV,Instantaneous,33305,65515,2518776272399999999,333052518776272399999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:24:58 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776273019999999,333032518776273019999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:24:58 AM,542,millivolts,mV,Instantaneous,33305,65515,2518776273019999999,333052518776273019999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:23:55 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776273649999999,333032518776273649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:23:55 AM,457,millivolts,mV,Instantaneous,33305,65515,2518776273649999999,333052518776273649999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:22:53 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776274269999999,333032518776274269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:22:53 AM,456,millivolts,mV,Instantaneous,33305,65515,2518776274269999999,333052518776274269999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:21:49 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776274909999999,333032518776274909999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:21:49 AM,541,millivolts,mV,Instantaneous,33305,65515,2518776274909999999,333052518776274909999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:20:46 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776275539999999,333032518776275539999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:20:46 AM,545,millivolts,mV,Instantaneous,33305,65515,2518776275539999999,333052518776275539999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:19:43 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776276169999999,333032518776276169999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:19:43 AM,501,millivolts,mV,Instantaneous,33305,65515,2518776276169999999,333052518776276169999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:18:41 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776276789999999,333032518776276789999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:18:41 AM,460,millivolts,mV,Instantaneous,33305,65515,2518776276789999999,333052518776276789999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:17:39 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776277409999999,333032518776277409999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:17:39 AM,418,millivolts,mV,Instantaneous,33305,65515,2518776277409999999,333052518776277409999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:16:36 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776278039999999,333032518776278039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:16:36 AM,453,millivolts,mV,Instantaneous,33305,65515,2518776278039999999,333052518776278039999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:15:34 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776278659999999,333032518776278659999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:15:34 AM,415,millivolts,mV,Instantaneous,33305,65515,2518776278659999999,333052518776278659999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:14:32 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776279279999999,333032518776279279999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:14:32 AM,529,millivolts,mV,Instantaneous,33305,65515,2518776279279999999,333052518776279279999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: SM1 Soil Moisture Sensor,SM1 Soil Moisture Sensor,SoilMoisture,Soil,04/25/2018 11:13:30 AM,988,millivolts,mV,Instantaneous,33303,65513,2518776279899999999,333032518776279899999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
UI Labs Bioswale - Thunder 1: TM1 Temp Sensor,TM1 Temp Sensor,Temperature,Atmosphere,04/25/2018 11:13:30 AM,480,millivolts,mV,Instantaneous,33305,65515,2518776279899999999,333052518776279899999999,41.90715,-87.653996,POINT (-87.653996 41.90715)
